Rk,School,Year,SRS,SOS,Tm.,Opp.,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
170,Memphis,2024,9,4.25,80.5,75.8,28,61,0.46,8.31,23.7,0.35,16.1,22.2,0.725,12,37,13.7,8.56,4.53,13.1,17.2
171,Mercer,2024,-4.65,-2.55,71.2,71.8,26.7,59.4,0.449,6.36,18.4,0.345,11.5,17.1,0.669,11.2,34.3,13.2,6.94,3.42,11.1,19.1
172,Merrimack,2024,-5.24,-8.43,69.2,65.4,24.1,55,0.438,7.3,23.6,0.309,13.7,18.8,0.729,7.88,31.3,12.4,9.85,3.67,13.2,16.1
173,Miami (FL),2024,9.59,7.46,75.8,73.6,27.8,61.3,0.454,8.94,24.8,0.361,11.3,15.1,0.745,10.1,36.7,14.2,7.16,3.13,12.1,13.1
174,Miami (OH),2024,-6.45,-4.08,70.6,70,24.9,56.3,0.443,8.09,22.4,0.361,12.6,17.9,0.706,8.03,33.2,14.4,6.31,3.09,11.7,17.3
175,Michigan,2024,5.28,11.34,72.9,79,25.9,58.4,0.444,7.97,22.2,0.359,13.2,18.7,0.703,10.6,35.4,12.5,4.16,3.56,12.9,17.2
176,Michigan State NCAA,2024,17.72,10.89,72.9,66.1,27.1,58.8,0.461,6.49,17.9,0.363,12.2,17.2,0.708,10.1,34.7,15.9,7.09,3.77,10,16.6
177,Middle Tennessee,2024,-7.45,-0.52,65.7,70.3,22.5,55.8,0.402,7.3,23.5,0.311,13.5,19.1,0.704,10.4,34.8,9.97,5.3,4.18,14,15.6
178,Milwaukee,2024,-5.01,-4.47,79.5,78.7,28,62.8,0.446,7.91,24.6,0.322,15.6,21.4,0.727,13.5,39,14.2,5.94,4.43,12.5,18.1
179,Minnesota,2024,9.51,6.4,75,71.9,26.8,56.8,0.472,7.88,22.2,0.355,13.6,19.7,0.69,10.1,34.9,17.3,6.29,4.41,12,16.1
180,Mississippi,2024,8.3,7.27,74.9,73.9,26.2,58.6,0.447,7.53,20.6,0.365,15,20.6,0.728,10.4,33.5,15.1,7.84,5.75,10.8,16.3
181,Mississippi State NCAA,2024,14.19,9.16,74.1,69.1,26.2,57.9,0.452,7.17,22.3,0.321,14.5,21.7,0.67,12.5,38.1,14,8.11,3.06,13,16.6
182,Mississippi Valley State,2024,-26.17,-3.91,55.5,77.7,19.8,52,0.381,4.61,15.8,0.292,11.3,17.2,0.658,9.61,29.4,8.74,6.61,2.29,16,17.7
183,Missouri,2024,3.27,7.3,72.2,76.2,25.2,57.4,0.439,7.28,22.8,0.319,14.4,18.2,0.792,9.16,31,12.2,7.66,4.81,11.6,20.1
184,Missouri State,2024,0.98,1.01,71.2,71.3,25.7,58.5,0.439,6.76,21.5,0.314,13.1,18.4,0.711,10.2,39.1,12.1,4.3,4.52,12,15.3
185,Monmouth,2024,-3.17,-2.98,72.4,72.6,26.1,60.5,0.43,7.64,22,0.347,12.7,17.7,0.715,11.2,35.4,13.1,7.15,3.45,10.5,16.9
186,Montana,2024,-1.41,-4.11,76.9,71.8,28,57.6,0.485,7.69,21.5,0.358,13.3,16.7,0.792,8.31,34.1,14.9,4.78,2.97,10.3,16.7
187,Montana State NCAA,2024,-5.34,-4.46,75.3,74.5,26.9,57.5,0.468,9.11,24.7,0.37,12.4,17,0.728,6.77,30.5,13.2,8.26,2.4,11.7,18.5
188,Morehead State NCAA,2024,0.51,-5.52,75.3,63.4,27,57.7,0.467,9.4,26.1,0.361,11.9,16.9,0.706,11.6,39.2,15,5.89,4.57,11.8,15.8
189,Morgan State,2024,-16.07,-5.9,72.7,77.5,27.1,60.1,0.451,4.77,16.3,0.293,13.7,18.1,0.758,10.9,35.5,12.5,6.19,3.58,14.5,19.2
190,Mount St. Mary's,2024,-6.54,-7.45,72.7,71.8,27.4,57.9,0.473,6.78,19.2,0.353,11.2,15.4,0.725,9.75,35.2,13.2,6.91,3.91,14.5,15.5
191,Murray State,2024,0.36,1.59,69.8,69.9,25.7,57.5,0.446,6.53,20.3,0.321,11.9,17.1,0.697,9.34,32.8,11.5,6,2.75,9.5,15.3
192,Navy,2024,-11.7,-9.54,66.5,66.7,23.1,58.4,0.396,5.84,19.5,0.3,14.4,20.4,0.708,12.5,35.6,12.1,6.68,2.03,10.2,18
193,NC State NCAA,2024,12.81,8.93,75.6,71.8,27.2,60.6,0.45,6.95,20.2,0.345,14.2,19.4,0.733,10.1,35.3,13.1,7.24,3.61,9.56,16.2
194,Nebraska NCAA,2024,14.36,7.53,77.7,70.9,26.8,59.3,0.452,9.38,26.3,0.357,14.7,19.4,0.76,9.59,37.6,15.3,6.29,2.62,11.1,15.9
195,Nevada NCAA,2024,12.85,4.58,75.9,66.9,25.9,54.7,0.474,6.68,18.4,0.363,17.4,24.2,0.72,8.88,34.3,15,6.29,3.56,10.1,17.6
196,Nevada-Las Vegas,2024,8.38,6.25,73.6,68.9,26.6,57.6,0.462,6.79,20.1,0.337,13.5,18.6,0.724,10.3,34.2,13.2,6.12,4.53,11.1,15.9
197,New Hampshire,2024,-6.15,-3.61,74.1,74.1,25.8,62.4,0.414,8.87,27.4,0.324,13.6,18.2,0.745,9.19,37.4,11.8,7.29,2.06,12,15.2
198,New Mexico NCAA,2024,15.04,5.38,81,70.7,29.6,65.1,0.455,6.47,19.8,0.328,15.3,21.6,0.707,12.8,39.7,14.6,8.67,4.94,10,17.6
199,New Mexico State,2024,-8.62,0.74,67.7,72.4,24.1,56.9,0.423,6.44,19.6,0.329,13.1,19.3,0.677,8.94,33.7,11.2,6.09,3.06,11.9,19.9
200,New Orleans,2024,-16.8,-5.9,73.5,79.5,25.6,61.3,0.418,5.42,17.8,0.304,16.8,23.4,0.72,11.4,34.5,11.8,7.7,3.58,12.3,19.1
201,Niagara,2024,-8.4,-7.21,72.5,72.1,25.7,54.7,0.47,6.22,17.2,0.362,14.9,19.8,0.752,7.34,30.5,12.8,5.63,2.19,11.8,15
202,Nicholls State,2024,-7.14,-5.37,73.9,73.9,25,56.1,0.445,8.35,22.9,0.365,15.6,21.5,0.725,9.56,35.3,11.4,6.74,4.12,13.2,18.7
203,NJIT,2024,-14.65,-4.46,67.9,75,23.7,60,0.394,7.18,23.8,0.302,13.4,18.9,0.709,11.5,34.7,10.5,7.18,3.29,11.1,19.1
204,Norfolk State,2024,-5.76,-7.76,74.5,67.5,25.9,56.5,0.459,6.37,18.7,0.34,16.3,22.5,0.722,11,34.4,12.5,8.8,3.09,12.1,18.6
205,North Alabama,2024,-7.17,-5,76.5,76.1,26.8,60.3,0.444,7.69,21.2,0.362,15.2,19.8,0.768,9.91,35.4,11.2,5.34,3.16,10.1,18.4
206,North Carolina NCAA,2024,21.36,9.9,81.9,70.5,28.3,62.8,0.45,8.14,22.7,0.359,17.3,22.8,0.759,12.2,41.1,14.5,5.78,4.08,10.1,16.5
207,North Carolina A&T,2024,-16.31,-3.94,65.6,77.9,22.7,58.5,0.388,6,20.9,0.287,14.2,19.9,0.713,9.38,31.9,10.2,5.63,3.25,9.38,15.3
208,North Carolina Central,2024,-7.88,-8.84,76.6,69,26.5,58.5,0.454,7.52,22,0.342,16,23,0.695,11.3,35.4,12.8,7.65,2.68,12,17.8
209,North Dakota,2024,-6.24,-6.1,75.3,71.9,26.8,60.4,0.444,8.25,25.3,0.326,13.4,18.8,0.713,11.4,36.6,11.6,6.31,3,10.1,15.2
210,North Dakota State,2024,-7.57,-3.15,74.6,73.9,27.3,57.3,0.476,7.88,20.8,0.378,12.2,17,0.718,8.47,34.3,11.6,4.34,1.34,11.1,14.6
211,North Florida,2024,-6.95,-4.84,78,75.8,26.5,59.9,0.443,12,33.2,0.36,13,16.9,0.766,8.88,33.6,12.4,5.59,3.63,11.3,16.2
212,North Texas,2024,8.41,4.28,69.2,63.8,24.3,56.1,0.433,8.35,22.1,0.377,12.3,16.6,0.737,11.5,34.7,11.1,7.09,2.97,11.1,16.8
213,Northeastern,2024,-6.09,-3.15,69.4,72.3,25.3,55.6,0.455,6.38,20.1,0.318,12.4,16.6,0.748,10.2,33.2,13.6,6.25,3.34,12.4,15.2
214,Northern Arizona,2024,-12.17,-4.17,68.6,76.6,25,57.1,0.438,6.27,20.1,0.312,12.4,17.8,0.696,8.3,31.3,13.5,5.67,3.09,12.6,18.3
215,Northern Colorado,2024,-4.44,-5.25,79.3,77,29.4,60.5,0.485,7.7,22.1,0.348,12.9,17.7,0.729,8.18,35.1,14.6,6.27,2.39,11.2,16.6
216,Northern Illinois,2024,-9.16,-1.37,73.2,77.4,25.8,58.1,0.444,7.32,22.5,0.326,14.3,21.2,0.672,10.3,35.8,10.2,5.29,4.94,12.7,17.4
217,Northern Iowa,2024,3.83,2.86,73.2,71.1,25.5,56,0.456,7.21,20.9,0.345,14.9,21.1,0.707,8.03,33.8,12.5,6.24,2.58,10.3,16.6
218,Northern Kentucky,2024,-3.66,-3.73,74.8,73.2,26.7,58.6,0.456,6.33,19.9,0.319,15.1,20.9,0.719,10.5,34.6,13.8,8.61,2.61,12.3,16.5
219,Northwestern NCAA,2024,12.77,8.5,73.3,69.1,26.2,57.6,0.455,8.18,21,0.39,12.7,16.9,0.752,8.53,31.4,15.6,7.03,3.12,8.82,17.6
220,Northwestern State,2024,-14.42,-6.32,70.5,75.9,25.3,58.5,0.432,6.38,20.1,0.317,13.7,20.7,0.659,11.4,34.6,11.5,6.97,3.28,13.3,18.7
221,Notre Dame,2024,4.94,8.06,64,67.2,22.5,55.3,0.407,7.61,23.9,0.318,11.5,15.4,0.744,9.82,35.9,10.2,5.73,2.42,12.5,15.1
222,Oakland NCAA,2024,2.02,-1.24,76.4,73.2,26.8,60.2,0.446,8.83,24.9,0.355,13.9,18.5,0.751,10.6,35.9,14.5,6.58,2.78,11,15.1
223,Ohio,2024,0.48,-4.58,77.3,70,27.3,60.2,0.453,8.91,25.1,0.356,13.8,18.9,0.73,10.1,34.9,14.1,7.12,3.58,9.73,17
224,Ohio State,2024,13.64,8.37,75.5,70.2,26.6,59.1,0.45,7.06,20.4,0.345,15.3,19.9,0.767,10.9,37.1,14.1,5.58,4.61,10.6,17
225,Oklahoma,2024,14.66,8.07,75.4,68.8,26.1,56.2,0.465,7.47,21.6,0.345,15.7,21.2,0.743,9.69,35.2,13.3,5.91,3.25,12.5,16.1
226,Oklahoma State,2024,6.25,7.97,71,72.7,24.8,56.2,0.441,8.13,24.3,0.334,13.3,19.1,0.697,9.19,33.7,13.4,6.25,2.88,12.9,16
227,Old Dominion,2024,-8.35,-1.58,70.9,77,26.3,62.5,0.42,6.91,21.7,0.318,11.4,17.2,0.662,10,35.4,10.3,7.84,3.84,10.9,18.2
228,Omaha,2024,-7.38,-5.07,74,72.8,25.6,56.8,0.451,6.24,19.1,0.326,16.5,22.2,0.743,8.55,33.7,10.2,6.06,2.21,9.88,16.7
229,Oral Roberts,2024,-7.43,-2.6,73.4,75.3,26.2,59.5,0.44,9.19,25.5,0.361,11.8,15.9,0.742,7.58,33,11,5.65,3.42,9.68,17.2
230,Oregon NCAA,2024,12.22,8.91,75.6,72.3,27.3,59.6,0.458,7.31,21.6,0.338,13.7,19.1,0.719,9.92,34.4,13.8,7.17,3.64,10.2,16.4
231,Oregon State,2024,3.28,8.38,68.9,72.7,24.1,54.5,0.442,6.13,18.7,0.328,14.5,19.7,0.737,8.59,32.5,11.1,6,3.72,12.3,18.5
232,Pacific,2024,-17.42,-0.15,64.7,79.8,22.7,55.1,0.411,6.34,20.1,0.316,13.1,20.3,0.643,6.53,27.3,13.2,6.09,2,11.8,17.2
233,Penn State,2024,9.22,7.52,75.1,73.4,25.9,59.1,0.438,7.73,23.2,0.334,15.6,20.9,0.747,9.58,32.3,12.6,8.33,3.39,11.1,18.3
234,Pennsylvania,2024,-3.33,0.26,74.4,74.4,26.9,59.3,0.454,9.48,25.9,0.367,11.1,16.1,0.688,10.4,35.9,14.8,5.97,2.31,11.1,14.9
235,Pepperdine,2024,-2.14,0.7,72.8,74,26.3,58.3,0.451,6.82,18.9,0.361,13.4,19,0.704,10.1,33.8,13.3,5.12,2.73,11.2,16.3
236,Pittsburgh,2024,14.89,6.92,75.6,67.6,26.5,60.6,0.437,9.61,26.9,0.357,13.1,18.5,0.708,11.4,37.1,13.7,6.3,4.45,9,15.5
237,Portland,2024,-8.2,1.54,71.5,79.5,25,57.3,0.437,8.85,25.5,0.347,12.6,17.6,0.716,8.36,33.7,13.5,4.12,2.18,11.9,14.8
238,Portland State,2024,-7.15,-4.94,71.9,71.8,25.3,60.9,0.415,7.41,22.8,0.325,14,20.4,0.686,11.7,36.9,11.8,7.06,3.34,11.3,18.1
239,Prairie View,2024,-15.41,-6.92,70.2,76.4,24.8,59.1,0.421,4.81,15.8,0.305,15.7,21.8,0.721,9.77,30.7,12,9.13,2.81,12.8,20.2
240,Presbyterian,2024,-8.13,-5.57,74.8,73.1,27.2,57.6,0.472,6.36,19.1,0.334,14.1,21.2,0.663,9.45,33.3,12.9,7.03,3.21,11.4,18.5
241,Princeton,2024,6.55,-1.6,77.1,66.6,26.8,58.4,0.458,10.5,29.4,0.356,13,16.1,0.806,8.41,33.3,14.6,5.97,1.9,8.17,13.5
242,Providence,2024,12.56,8.93,72.4,68.8,25.5,57.5,0.443,8.29,25.5,0.325,13.2,18.3,0.722,9.17,35.9,13.6,6.43,4.6,12.1,15.8
243,Purdue NCAA,2024,24.93,11.6,82.3,69,28.4,58.3,0.488,8.15,20.2,0.404,17.3,24.1,0.72,12.2,40.4,18.5,5.44,3.64,11.3,13.7
244,Purdue Fort Wayne,2024,-0.74,-6.09,80.2,71.6,29,62,0.468,9.44,26.2,0.361,12.8,18.2,0.703,8.39,32.6,13.6,9.22,3.08,10.4,17
245,Queens (NC),2024,-8.75,-3.49,80.1,81.6,28.1,63.5,0.443,8.91,26.2,0.34,14.9,21,0.71,11.3,37,13.2,6.97,2.76,11.4,17.4
246,Quinnipiac,2024,-3.08,-7.32,77.4,71.2,27.6,61.4,0.449,7.47,21.3,0.351,14.7,19,0.775,10.9,36.9,14.1,7.65,3.68,12.4,16.2
247,Radford,2024,-5.66,-3.47,72,71.5,26.4,57.8,0.457,7.21,19.8,0.363,12,16.3,0.739,10.3,34.6,11.1,5.55,3.52,10.8,17
248,Rhode Island,2024,-2.26,2.87,72.6,76.3,25.8,56.3,0.459,6.53,18.7,0.349,14.4,22.3,0.647,10.4,36.8,12.8,4.72,3.09,12.6,16.9
249,Rice,2024,-3.22,1.97,72,75.7,26,58.8,0.443,7.84,23.3,0.337,12.1,17.4,0.695,10.3,35.4,14.4,5.56,3.66,11.6,14.5
250,Richmond,2024,7.67,2.09,71.9,66.3,26.5,57.2,0.463,7.33,20.2,0.362,11.6,15.8,0.732,5.7,32.8,13.2,6.67,2.94,8.64,14.2
251,Rider,2024,-5.73,-4.28,72.2,72.1,26.1,60,0.435,5.69,16.9,0.337,14.2,19,0.748,11.3,37.6,13.3,6.56,3.88,12.4,17.5
252,Robert Morris,2024,-9.57,-4.31,72.7,75.8,26,60.2,0.432,8.53,25.4,0.336,12.1,16.9,0.717,12.2,36.2,13.5,4.91,2.88,13.8,17.6
253,Rutgers,2024,7.41,8.57,65.4,66.5,23.4,60.2,0.389,5.47,19.1,0.287,13,19.8,0.658,12.3,37.1,11.8,7.72,5.22,11.4,16.9
254,Sacramento State,2024,-10.87,-3.71,67.1,70.4,23.5,54.6,0.43,7.59,22.9,0.331,12.6,17.6,0.716,11.7,35.6,13.1,5.24,2.74,14.6,17
255,Sacred Heart,2024,-9.91,-9.45,74.1,72.3,27,59.3,0.455,7.41,20.3,0.365,12.7,18.3,0.695,9.38,33.7,13.8,8.72,5.03,11.7,16.9
256,Saint Francis (PA),2024,-18.6,-8.14,65.2,72.7,23.8,56.1,0.424,6.43,19.2,0.335,11.2,18.4,0.61,11.9,34.6,12.2,5.93,3.57,13.7,17.7
257,Saint Joseph's,2024,6.59,1.67,75.5,70.5,26.5,59.5,0.445,10,28.5,0.352,12.4,17.1,0.726,10.1,35.8,14.7,7.06,3.8,11.5,15.3
258,Saint Louis,2024,-1.57,4.15,74.9,79.4,25.6,56.8,0.451,7.85,21.4,0.367,15.9,21.2,0.75,8.7,33.5,12.9,6.06,3.06,11.8,18.1
259,Saint Mary's (CA) NCAA,2024,16.31,3.46,74,59.2,27.5,59,0.466,7.59,21.6,0.352,11.4,16.8,0.676,13.2,39.6,16.2,6.56,3.82,10.2,16.4
260,Saint Peter's NCAA,2024,-4.58,-5.33,64.8,64,21.8,55.5,0.393,5.82,17.9,0.325,15.4,21.6,0.712,12.5,35.2,10.6,7.12,4.15,12.5,19.4
261,Sam Houston,2024,-0.37,-1.72,72.2,69.2,25.1,59,0.425,7.42,21.1,0.352,14.5,20.1,0.724,11.9,38,12.9,6.85,2.27,13.2,18.1
262,Samford NCAA,2024,6.32,-3.23,86.1,74.5,30.1,61.5,0.49,10,25.4,0.395,15.8,21.9,0.723,10.6,35.8,17.7,9.91,3.74,13,19.1
263,San Diego,2024,-5.31,0.33,72.5,77.3,25.7,59.9,0.429,7.06,20.5,0.344,14,19.2,0.728,10,34.2,13.1,7.24,3.82,13.2,19
264,San Diego State NCAA,2024,14.68,8.37,74.1,66.7,25.8,58.6,0.44,7,22.2,0.315,15.5,21.2,0.733,11.7,37.8,13,7.43,4.03,11.2,17.5
265,San Francisco,2024,9.68,0.23,77.7,66.5,29.3,60.1,0.487,8.62,24.3,0.355,10.6,14,0.755,9.41,34.1,16.3,8.21,3.44,11.5,18.3
266,San Jose State,2024,-3.82,3.28,69.6,75.1,26,58,0.448,8.34,24.3,0.343,9.28,13.2,0.702,7.88,30.8,13.5,5.16,3.31,10.5,17.1
267,Santa Clara,2024,5.39,1.73,76.9,72.2,27.6,60.1,0.46,8.21,23.2,0.354,13.4,18.8,0.715,12,39.3,15.1,4.79,2.7,12.8,17.7
268,Seattle,2024,4.03,-1.64,73.8,66.8,25.8,57.9,0.446,7.59,21.9,0.346,14.5,19.7,0.736,10.1,37,13,5.81,2.86,12.7,18.5
269,Seton Hall,2024,12.67,8.8,73.8,69.9,26.7,59,0.452,6.19,18.4,0.336,14.2,18.2,0.782,12,37.3,13,7.57,4.84,12.6,15.2
270,Siena,2024,-19.2,-5.2,60.4,74.4,21.9,54.9,0.399,5.28,18.8,0.28,11.3,16.9,0.667,11.7,35.4,10.7,5.13,4.06,15.8,15.3
271,South Alabama,2024,-5.92,-3.37,74,75.7,26.1,58.9,0.443,7.47,21.6,0.345,14.3,19.1,0.75,7.94,33,10.7,6.75,2.75,11.3,16.6
272,South Carolina NCAA,2024,10.98,6.48,72.1,67.6,25.4,57.9,0.439,8.06,23.8,0.339,13.1,18.4,0.711,11.4,35.6,15.4,4.76,3.18,10.1,16.2
273,South Carolina State,2024,-11.85,-6.18,70.2,74.7,24.5,59.8,0.41,6.25,19.4,0.323,14.9,21.6,0.689,14.9,37.6,13.6,8.34,3.47,15.2,20.8
274,South Carolina Upstate,2024,-9.36,-3.02,71,72.9,26,58.4,0.445,7.67,23,0.333,11.3,17.7,0.642,8.73,31.7,12.5,7.23,3.2,11.5,19.6
275,South Dakota,2024,-12.55,-5.41,76.1,79.2,27.3,59.9,0.457,7.84,20.9,0.375,13.5,18.2,0.743,10.4,37.4,12.2,3.59,1.75,12.8,16
276,South Dakota State NCAA,2024,0.52,-2.7,76.4,71.1,27.9,58,0.482,8.57,23.5,0.365,12,16.9,0.71,8.26,35.4,12.9,6.09,3.2,11.3,14.3
277,South Florida,2024,7.37,0.97,75.7,69.3,25.4,57.6,0.441,8.94,24.4,0.367,16.1,21.8,0.737,9.94,36,14.9,6.94,3.39,10.8,17.2
278,Southeast Missouri State,2024,-18.25,-6.55,67,73.5,24.6,59.6,0.413,6.19,20.4,0.304,11.5,16.5,0.699,9,31.7,12.4,5.74,2.52,12,19.5
279,Southeastern Louisiana,2024,-11.31,-6.14,69,71,23.9,55.3,0.432,7.34,21.2,0.347,13.9,19.2,0.728,10.7,35,14.5,6.94,2.28,13.8,16.3
280,Southern,2024,-8.74,-6.09,71.1,68.7,25.2,57.2,0.441,6.91,21.4,0.323,13.8,20.4,0.674,9.75,31.9,13.8,9.09,3.28,14.3,19.7
281,Southern California,2024,9.36,9.54,74.1,74.3,26.4,58.5,0.451,7.64,21.5,0.355,13.6,19.7,0.693,10,34,15.6,7.48,5.21,12.7,17
282,Southern Illinois,2024,4.1,0.52,72.7,68.2,24.7,54.6,0.453,8.25,23.8,0.347,15,19.7,0.762,8.44,33,14.3,5.47,3.06,11.1,18.1
283,SIU Edwardsville,2024,-9.08,-7.54,71.5,70.1,25.2,59.5,0.423,7.24,21.8,0.332,13.8,19.1,0.724,11.4,35.6,11.3,6.85,4.15,10.7,16.7
284,Southern Indiana,2024,-13.63,-5.59,68.6,73,23,56.6,0.407,6.72,20.8,0.324,15.8,21.2,0.745,9.97,35.6,11.3,6.38,2.94,13.2,21
285,Southern Methodist,2024,10.22,2.56,76.8,68.8,28.3,63.3,0.447,7.61,22.3,0.341,12.6,18.4,0.686,14.5,39.8,15.7,8.39,4.82,11.3,17.1
286,Southern Mississippi,2024,-5.93,-2.93,69.9,71,24.2,57.1,0.424,6.28,19.2,0.327,15.2,21.7,0.7,10.7,36.8,11.8,7.16,4.81,12.8,17.2
287,Southern Utah,2024,-5.72,-1.17,75,77.6,26.5,60,0.441,6.29,20.9,0.3,15.8,21.7,0.728,10.4,33.8,12.1,6.52,2.97,12,17.7
288,St. Bonaventure,2024,6.77,1.95,73.5,68.6,25.8,56.7,0.456,7.61,20.8,0.365,14.2,18.3,0.774,9.7,32.9,12.5,6.61,3.88,10.8,16.8
289,St. John's (NY),2024,16.49,9.58,78.8,71.9,29.4,64.8,0.453,7.18,21.1,0.341,12.9,17.7,0.728,14.4,38.8,15.7,7.03,5.45,10.9,18
290,St. Thomas,2024,-0.92,-5.72,72.8,64.8,26,55.3,0.471,9.06,25.1,0.361,11.7,16,0.729,7.73,31.1,13.7,6.18,2.15,9.18,15.8
291,Stanford,2024,7.35,7.48,76.3,76.5,27.6,58.9,0.468,8.94,24.2,0.37,12.3,16.9,0.728,7.75,34.3,16.1,5.5,3.09,12.8,15.3
292,Stephen F. Austin,2024,-0.95,-1.76,74.6,71.3,25.7,57.3,0.449,6.15,18.4,0.334,17,24.1,0.706,11.9,35.9,12.8,8.94,2.82,16.1,21.1
293,Stetson NCAA,2024,-5.09,-3.24,76.8,73.3,27.1,58.7,0.463,8.94,24.5,0.365,13.5,17.7,0.766,9.69,34.7,13.3,5.34,3.09,10.5,14.7
294,Stonehill,2024,-20.1,-6.1,63.5,76.1,23,57.7,0.399,8.16,26.9,0.303,9.23,13.4,0.689,8.29,32.9,11.8,6.39,2.48,13.6,15.4
295,Stony Brook,2024,-2.59,-2.62,73.5,72.3,26.3,60,0.438,7.91,22.1,0.357,13,17.5,0.739,9.6,36.6,12.1,6.03,3.23,10.3,15.2
296,Syracuse,2024,8.53,9.4,76.3,75.6,27.6,59.8,0.461,6.84,20.3,0.336,14.3,19.8,0.721,8.66,33.3,13.8,9.06,4.03,11.4,15.4
297,Tarleton State,2024,1.4,-0.97,74.1,68.6,27.2,59.7,0.455,5.8,17.8,0.326,13.9,18.4,0.757,10.8,34.1,13.8,8.8,3.54,11.3,17.3
298,TCU NCAA,2024,14.62,7.32,79,71.7,28.4,61.4,0.461,6.59,18.6,0.354,15.7,21.5,0.731,12.7,37.1,16.9,8.97,3.76,12.9,17.4
299,Temple,2024,-1.26,1.68,70.9,72.9,24.3,61.5,0.396,8.22,25.9,0.318,14,19.7,0.709,11.3,36.2,11.2,7.36,2.92,9.92,16.9
300,Tennessee NCAA,2024,21.81,10.42,78.8,67.4,27.2,61.8,0.44,8.75,25.4,0.344,15.6,20.8,0.751,11.6,38.7,16.7,7.78,4.61,10.2,17.5
301,Tennessee State,2024,-9.64,-7.64,72.7,71,25.2,57,0.442,6.58,20.2,0.325,15.7,20.8,0.755,9.91,34.7,12,6.67,3.52,13.2,19.5
302,Tennessee Tech,2024,-15.04,-6.29,67.4,73.8,24.5,54.6,0.448,6.52,19.6,0.332,12,16.8,0.711,6.16,30.9,12.2,5.03,2.9,11.9,13.6
303,Tennessee-Martin,2024,-5.57,-7.25,81.5,76.7,28.4,63.9,0.444,8.72,24.3,0.358,16.1,20.8,0.771,10.2,41.2,13,6.22,2.78,11.4,14.2
304,Texas NCAA,2024,15.91,9.41,75.4,68.9,27.4,58.5,0.469,7.21,20.3,0.355,13.4,17.6,0.757,9.97,34.7,15.1,7.18,4.38,11.6,17.3
305,Texas A&M NCAA,2024,13.35,9.32,76,72,25.7,64,0.402,7.08,24.1,0.293,17.5,24.7,0.707,17.4,42.8,11.4,6.94,3,9.61,17
306,Texas A&M-Corpus Christi,2024,-4.45,-7.24,75.2,66.7,26.9,62,0.435,5.55,18.7,0.297,15.7,22.4,0.703,13.3,40.2,14.7,8.82,2.91,12.1,20.9
307,Texas Southern,2024,-9.09,-7.03,70.2,71.1,24.9,60,0.415,7.33,23.2,0.316,13.1,18.1,0.724,11.1,35.3,11.6,6.91,3.76,12.6,18.5
308,Texas State,2024,-3.71,-0.74,69.9,70.1,25.2,56.8,0.444,4.54,13.9,0.326,14.9,21.3,0.696,11.1,35.5,11.8,7.37,3.37,13.4,17.6
309,Texas Tech NCAA,2024,14.96,9.28,75.3,69.6,25.8,57.1,0.451,8.5,23.6,0.359,15.2,19.5,0.78,9.94,34.9,14.7,6,2.53,11.1,14.9
310,Texas-Rio Grande Valley,2024,-13.39,-0.9,70.4,79.8,24.3,58.1,0.419,5.16,17.6,0.293,16.5,23.5,0.705,9.35,33.5,12.9,8.1,2.97,14,18.2
311,The Citadel,2024,-6.53,-2.91,70.6,71.5,25.6,55.7,0.46,6.16,18.8,0.328,13.3,18.8,0.706,9.38,34.2,11.2,5.59,2.63,12,14
312,Toledo,2024,1.78,-2.09,80,76.1,28.8,60.2,0.478,6.47,17.2,0.376,16,21.3,0.754,9.94,33.8,13.4,7.28,2,10.7,15.6
313,Towson,2024,0.19,-2.27,67.5,63.6,24.1,56.9,0.423,6.35,19.4,0.328,13.1,19.8,0.661,14.4,39.3,11.2,6.18,4.18,12.1,16.6
314,Troy,2024,1.24,-3.17,79.6,70.7,26.8,60.9,0.441,8.63,24.6,0.351,17.3,23.5,0.733,13.3,38.4,13.7,10.3,3.28,13.8,19.1
315,Tulane,2024,3.65,2.68,81.9,80,27.6,58,0.476,7.52,21.1,0.357,19.2,26.2,0.732,7,33.2,14.2,7.84,4.39,11.2,17.1
316,Tulsa,2024,-1.2,-1,75,73.9,25.1,57.3,0.439,7.71,23.6,0.327,17,23.1,0.736,8.71,35.2,12.6,7.84,3.39,13,17.5
317,UAB NCAA,2024,5.14,3.73,77.5,75.1,26.8,59.6,0.449,6.14,18.8,0.327,17.8,23.8,0.746,12.9,38,13.5,6.74,4.54,11.6,15.9
318,UC Davis,2024,-1.33,-2.85,71.2,68.1,24.2,54.8,0.442,6.97,20.7,0.336,15.8,21.2,0.748,9.91,33.4,12.5,7.79,3.52,13.5,19.2
319,UC Irvine,2024,6.89,-0.93,77.6,68.3,28.4,59.9,0.475,5.79,16.6,0.349,14.9,19.9,0.753,10.6,37.9,15.6,6.44,3.32,11.6,18.4
320,UC Riverside,2024,-4.26,-1.23,70.7,72,24.8,62.4,0.397,8.44,26.6,0.317,12.7,17.8,0.717,12.4,36.9,13.1,5.62,1.41,9.59,17.2
321,UC San Diego,2024,2.04,-2.8,76.7,69.4,26.8,58.6,0.457,8.88,24.8,0.358,14.2,18.9,0.752,9.61,34.8,13,6.21,2.76,9.7,16.1
