Rk,School,Year,SRS,SOS,Tm.,Opp.,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
288,Stetson,2019,-15.01,-3.46,69.4,78.4,25.6,63.3,0.405,6.94,22.1,0.314,11.2,16.2,0.692,11.6,35.8,13.5,6.77,3.03,12.7,17.3
289,Stony Brook,2019,-2.1,-6.48,71.6,66.3,24.7,58.7,0.421,7.06,21.7,0.326,15.2,21.1,0.721,12.4,40.8,11.3,6.33,4.3,14.5,19.1
290,Syracuse NCAA,2019,13.73,10.09,69.7,66.1,23.8,56.1,0.424,8.06,24.2,0.333,14.1,20.6,0.685,10.7,34.5,12,8.18,4.76,12.4,17.3
291,TCU,2019,13.81,9.6,73.8,69.6,26.8,58.6,0.457,7.59,22,0.346,12.7,18.6,0.682,10.7,36.4,16.2,6.89,4.38,13.5,15.8
292,Temple NCAA,2019,8.17,4.93,74.7,71.5,26.5,60.5,0.437,7.48,22.7,0.33,14.3,19.7,0.727,9.58,34.4,14.4,8.61,2.21,11.2,17.6
293,Tennessee NCAA,2019,21.55,10.16,82,69.7,29.9,60.3,0.496,7.08,19.3,0.367,15.2,20.1,0.754,10.2,37.6,17.8,5.97,5.38,11.1,17.7
294,Tennessee State,2019,-11.62,-3.15,72.7,77.7,25,58,0.432,8,23.9,0.335,14.7,20.9,0.701,10.6,34.4,11.4,7.3,2.6,16.6,24.5
295,Tennessee Tech,2019,-14.76,-3,67.9,75.8,23.9,57.5,0.416,6.87,20,0.344,13.1,20.8,0.631,10.6,36.2,12.5,7.29,4.32,16.7,17.9
296,Tennessee-Martin,2019,-10.94,-4.32,76,80.2,27.5,61.8,0.446,8.06,23.4,0.344,12.8,17,0.754,11.3,34.3,14.2,7.19,2.84,13.5,15.8
297,Texas,2019,16.06,11.46,71,66.4,25.1,58,0.433,8.78,25.2,0.348,12,17.2,0.699,9.68,34.2,13.1,6.14,4.11,10.8,16.9
298,Texas A&M,2019,7.21,8.59,70.4,71.8,25.2,57.6,0.438,6.38,20.7,0.308,13.7,19.7,0.693,11.6,37.3,11.8,6.72,4.44,13.9,16.3
299,Texas A&M-Corpus Christi,2019,-9.11,-5.68,66.4,66.4,24.2,56.3,0.429,6.31,19.4,0.325,11.8,16.9,0.695,10.9,36.2,13.2,6.16,2.81,14.3,19.1
300,Texas Southern,2019,-5.55,-6.99,81.6,79.2,28.5,62.6,0.455,7.26,22.4,0.324,17.4,26,0.668,12.3,39.6,15.6,8.13,3,15.5,17.9
301,Texas State,2019,1.54,-3,72.6,64.8,25.8,58,0.444,7.18,21.9,0.328,13.9,20.4,0.683,12,38,14.5,6.88,2.47,13.4,19.6
302,Texas Tech NCAA,2019,22.79,9.53,72.8,59.5,26.1,55.5,0.469,7.29,20,0.365,13.4,18.3,0.732,8.29,34.1,13.6,7.32,4.89,12,17.4
303,Texas-Rio Grande Valley,2019,-2.04,-1.61,71.2,70.9,24.2,57.8,0.418,5.49,17.2,0.319,17.3,24.9,0.694,9.68,32.8,13.6,9.32,2.84,12.7,20.6
304,The Citadel,2019,-7.94,0.03,85.1,86.1,30,67,0.447,12.3,35.9,0.344,12.8,17.4,0.736,10.7,36.9,15.4,6.7,3.67,12.9,17.6
305,Toledo,2019,8.21,0.71,76.9,68.4,27.3,60.3,0.453,9.85,26,0.378,12.4,16.1,0.772,9.91,38.8,16.3,5.15,4.61,12.2,15.7
306,Towson,2019,-8.44,-3.57,67.8,71.7,25.3,58.1,0.435,5.63,17.2,0.327,11.6,16.6,0.695,12.2,37,9.97,4.81,2.94,12.2,17.5
307,Troy,2019,-6.12,-1.01,72.6,74.7,25.8,57.3,0.45,7.87,23.5,0.335,13.2,18.3,0.722,9.23,34,13.1,5.7,4.5,13.6,17.4
308,Tulane,2019,-6.72,3.63,67.2,77.5,23.6,57.5,0.411,6.87,21.6,0.318,13,18.9,0.689,9.61,36.5,14.3,4.74,3.52,15.1,17.3
309,Tulsa,2019,4.65,3.86,71.8,71,24.3,54.1,0.448,6.94,20.4,0.34,16.3,23.5,0.695,7.47,35,13.4,5.5,2.38,12.6,16.5
310,UAB,2019,0.36,-1.52,70.6,67.7,25.9,57.2,0.452,6.69,19.8,0.337,12.1,18,0.673,10.5,36.5,11.5,6.23,2.34,11.4,16.5
311,UC Davis,2019,-6.26,-1.5,65.7,68.6,23.7,54,0.439,6.55,20,0.328,11.8,16.6,0.709,7.03,30,12.1,6.32,2.29,13.3,19.2
312,UC Irvine NCAA,2019,5.7,-2.3,72.3,63.6,26.7,58.4,0.457,6.81,18.9,0.359,12.1,17.3,0.702,11.6,39.8,12.9,5.68,4.14,11.9,18.2
313,UC Riverside,2019,-11.12,-3.19,65.2,69.1,24,54.2,0.443,8.45,22.5,0.376,8.79,12.8,0.684,8.67,31.8,12.9,4.97,1.82,12.9,17
314,UC Santa Barbara,2019,-1.62,-5.55,73.4,66.1,25.8,56.8,0.454,6.38,18.6,0.343,15.5,21.7,0.716,11.8,37.6,13.5,4.97,3.31,11.1,17.4
315,UCF NCAA,2019,13.37,5.58,72.3,64.5,24.8,53.4,0.465,6.94,19,0.365,15.7,24.2,0.649,9.55,36.8,13.3,5.73,4.55,11.9,16.8
316,UCLA,2019,7.17,6.78,78.2,77.8,27.8,61,0.457,7.76,21.8,0.355,14.7,23.3,0.633,11.5,41.2,14.3,5.88,4.12,14.2,17.1
317,UNC Asheville,2019,-19.81,-2.35,59.9,74.6,21.1,52.5,0.403,7.19,22.2,0.325,10.5,14.1,0.741,9.61,30,10.7,6.32,2.77,14.7,17.2
318,UNC Greensboro,2019,4.08,-0.9,76.1,67.9,27.7,60.7,0.457,7.78,22.7,0.342,12.9,18.5,0.697,11.1,34.8,12.6,8.75,3.89,11.8,17.5
319,UNC Wilmington,2019,-8.1,-2.04,76.2,80.9,26.7,60.2,0.443,7.88,22.5,0.349,14.9,20.4,0.733,11.7,37,15,4.55,2.06,13.2,17.7
320,UT Arlington,2019,-0.5,0.84,69.2,69.8,23.7,57.8,0.409,7.09,23.4,0.303,14.8,20,0.741,11.3,37.4,12.8,6.39,2.94,14.2,19.1
321,Utah,2019,6.13,5.1,75.6,74.5,26,56,0.464,9.61,26,0.37,14,19.9,0.706,10.2,35.4,14.2,4.65,2.58,13.2,17.7
322,Utah State NCAA,2019,11.98,0.89,78.7,67.1,27.4,58.2,0.471,7.83,22.1,0.355,16,21.3,0.748,10.8,40.1,17.1,6.14,4.2,12.8,18.5
323,Utah Valley,2019,3,-2.3,77.1,70.7,26.6,55.1,0.482,8.09,21.1,0.382,15.8,21.8,0.725,9.09,36.3,13.8,5.74,2.54,13.9,17.5
324,UTEP,2019,-8.23,-1.71,64.1,69,22,54.9,0.401,6.86,21.4,0.321,13.2,19.9,0.661,9.83,36.9,10.6,4.66,2.9,16.1,19
325,UTSA,2019,0.69,0.05,77.5,75.2,28,64.6,0.433,9.19,26.7,0.344,12.3,16.8,0.737,10.1,38,13.1,6.66,2.56,12.6,18.2
326,Valparaiso,2019,-3.38,-1,66.8,66.3,24.3,54,0.45,5.61,17.7,0.316,12.6,18,0.699,8.91,33.8,13.1,6.12,3.06,13.3,16.5
327,Vanderbilt,2019,3.57,7.79,68.1,72.3,23,54.7,0.421,7.19,23.1,0.311,14.9,22.2,0.673,10.2,35.6,11.6,4.81,3.94,14.2,17.8
328,Vermont NCAA,2019,4.88,-4.18,73.8,63,25.4,55.5,0.458,8.03,22.4,0.359,14.9,19.9,0.748,8.94,35.1,11.7,5.53,4,11.1,16.7
329,Villanova NCAA,2019,14.33,7.97,73.7,67.4,24.6,56.1,0.438,10.6,30,0.352,14.1,19.3,0.728,10.2,34.8,14,5.39,2.94,10.8,16.1
330,Virginia NCAA,2019,25.46,10.15,71.4,56.1,25.6,54.1,0.474,8.45,21.4,0.395,11.7,15.7,0.744,9,34.9,14.3,5.55,3.92,9,14.3
331,Virginia Commonwealth NCAA,2019,11.96,2.87,71,61.9,24.8,56.7,0.438,7.12,23.4,0.305,14.2,20.3,0.701,10.8,36.6,13.6,7.97,4.48,13.9,19.7
332,VMI,2019,-10.5,0.09,76,81.8,26.3,61.7,0.427,10.1,28.1,0.359,13.3,18.2,0.73,8.75,34.7,13.8,6.78,1.91,12.2,16.9
333,Virginia Tech NCAA,2019,19.28,7.79,73.5,62.1,25.5,54.3,0.47,9.34,23.7,0.394,13.2,17.3,0.761,8.86,32.6,15.2,6.74,2.23,11.2,15.2
334,Wagner,2019,-12.99,-7.63,65.8,68.1,21.8,56.5,0.386,7.87,25.8,0.305,14.3,19.2,0.744,12.6,36.5,11.7,6.13,3.6,13.8,21.3
335,Wake Forest,2019,1.21,8.47,68.4,75.6,23,58.5,0.394,6.35,20.6,0.308,15.9,22,0.725,12.9,37.9,10.6,4.84,2.48,13.5,17.9
336,Washington NCAA,2019,12.01,7.01,69.8,64.8,24.5,54.3,0.451,7.58,21.7,0.35,13.1,18.9,0.695,9.28,31.4,11.6,8.97,5.72,13.3,18.1
337,Washington State,2019,-1.67,2.2,74.8,78.7,26,58.2,0.448,9.41,25.9,0.364,13.3,17.6,0.755,8.63,33.6,14.9,5.28,2.78,13.8,17.3
338,Weber State,2019,-4.37,-6.12,79.3,74.4,27.9,58.6,0.476,7.55,20.7,0.364,16,21.5,0.746,6.67,35.7,11.6,5.42,4.24,11.6,18.5
339,West Virginia,2019,6.94,10.57,73.8,77.4,25,60.6,0.413,7.47,23.7,0.316,16.2,23.6,0.688,14.4,39.6,13.6,6.19,3.5,15.5,19.6
340,Western Carolina,2019,-9.28,0.34,72,80.1,24.8,54.5,0.454,9.25,25,0.37,13.3,19.6,0.675,9.47,35.5,12.2,4.22,1.66,18,21
341,Western Illinois,2019,-10.04,-5.18,70.9,73.3,26.4,60,0.44,7.77,20.2,0.385,10.4,14.2,0.73,8.19,35.5,10.3,5.32,4.26,11.4,15.7
342,Western Kentucky,2019,3.14,0.96,71.4,69.3,25.1,56.2,0.447,5.85,17.9,0.327,15.4,21.3,0.724,9.94,36.9,12.3,6.91,5.12,13.7,15.5
343,Western Michigan,2019,-6.26,1.48,70.2,76.2,24.2,56.9,0.425,7.13,22.6,0.315,14.7,21.3,0.691,10.8,37.4,11.7,4.59,2.44,15.3,17.6
344,Wichita State,2019,7.72,5.91,70.5,68.7,25.1,61.5,0.408,7.46,24.1,0.31,12.8,17.7,0.725,12.2,38.3,13.5,4.7,3.65,12.1,19.1
345,William & Mary,2019,-4.78,-2.08,74.9,76.9,27.1,57.2,0.474,8.19,23.7,0.346,12.4,18.6,0.668,8.1,34.1,17.1,5.1,4.71,12.6,16.6
346,Winthrop,2019,-2.89,-3.74,83.3,78.6,28.5,62.6,0.455,12.4,33.2,0.373,13.9,18.8,0.738,11,41.1,15.3,4.47,2.77,15.2,17.8
347,Wisconsin NCAA,2019,17.9,11.01,68.6,61.7,25.7,57.2,0.449,7.09,19.8,0.359,10.1,15.6,0.648,8.32,35.2,12.6,5.21,4.12,9.62,15
348,Wofford NCAA,2019,13.92,0.8,82.3,65.6,29.8,60.9,0.49,11,26.5,0.414,11.6,16.5,0.704,10.4,35.2,15.1,6.66,3,10.8,16.8
349,Wright State,2019,3.29,-0.89,73.2,67.6,25.3,57.9,0.436,8.03,23.4,0.344,14.6,19.8,0.737,10.9,35.1,13.8,6.11,2.06,11.5,15.6
350,Wyoming,2019,-9.75,0.19,65.8,75.3,21.6,51.8,0.417,7.75,22.5,0.344,14.9,20.6,0.723,5.22,30.7,10.3,5.5,2.75,14.1,18.4
351,Xavier,2019,9.61,8.06,72.2,70.6,26.3,56.5,0.466,7,21.1,0.331,12.5,18.4,0.679,10.6,36.6,14.8,5.43,3.66,12.9,15.7
352,Yale NCAA,2019,5.52,-1.24,80.9,73.4,29.8,60.4,0.493,7.67,21.1,0.363,13.7,18.6,0.738,8.63,38.6,16.8,5.9,4.37,13.1,17
353,Youngstown State,2019,-7.78,-2.05,75.5,78.9,27.5,64.3,0.427,9.47,27.8,0.34,11.1,15.8,0.701,13.1,37.7,14,6.56,3.59,13.2,20.5
1,Abilene Christian,2018,-9.14,-6.82,73.7,71.2,27.2,58.6,0.464,6.66,20.5,0.325,12.7,18.1,0.701,9.66,34.2,15.1,8.13,4,14.4,21
2,Air Force,2018,-4.31,1.72,68.5,72.4,23.6,56.5,0.419,8.06,24.4,0.331,13.2,17.9,0.734,9.74,32.7,14.4,6.48,2.52,12.6,18
3,Akron,2018,-6.82,-1.92,71.8,75.3,24.8,57,0.435,9.53,26.6,0.358,12.7,18.2,0.696,9.56,33.5,13.1,5.91,2.53,13.8,19.9
4,Alabama NCAA,2018,12.34,10.64,72.3,70.6,25.3,54.9,0.461,6.36,19.5,0.326,15.4,23,0.67,10,35.8,12.7,6.33,5.33,14.3,18.8
5,Alabama A&M,2018,-23.97,-8.04,60.4,76.4,21.7,54.7,0.397,5.87,19.4,0.303,11.1,17.2,0.647,10.8,33.7,11,3.97,1.58,16.6,16.3
6,Alabama State,2018,-18.56,-8.62,68.7,78.6,24.2,59.3,0.408,6.74,20.6,0.328,13.5,20.9,0.646,12.7,36.5,10.1,5.45,4.19,14.1,20.9
7,Albany (NY),2018,0.02,-5.4,74.2,68.2,26.2,57.4,0.457,5.75,15.7,0.367,16,21.3,0.754,11.8,37.2,12.7,4.69,2.84,11.6,16.5
8,Alcorn State,2018,-18.07,-8.6,70.1,74.6,24.7,57,0.434,7.47,21.8,0.343,13.2,18.7,0.707,9.53,34.5,13.1,6.25,2.66,14.3,19.2
9,American,2018,-14.63,-6.16,65.4,73.8,23.3,53.8,0.432,7.97,23.6,0.337,10.9,16.4,0.664,8.07,29,12.2,7.23,3.27,13.8,18.3
10,Appalachian State,2018,-4.83,-2.67,76.4,74.2,26.2,60.1,0.436,8.85,26,0.34,15.2,22.7,0.668,11.8,39.2,12.5,6,3.55,13.8,19
11,Arizona NCAA,2018,15.67,6.84,80.5,71.7,28.8,57.2,0.504,6.77,18.3,0.369,16.1,21.2,0.76,10.1,36.5,15.2,4.94,4.51,12.2,17.2
12,Arizona State NCAA,2018,14.37,6.55,82.7,74.8,27.8,60,0.463,9,24.8,0.363,18.2,24.8,0.733,9.84,35.2,14.3,6.53,3.56,10.7,18.9
13,Arkansas NCAA,2018,14.76,9.85,80.5,75.6,28.7,60.5,0.474,7.69,19.5,0.395,15.4,22.7,0.681,10,34.5,14.3,6.23,4.66,10.9,20
14,Arkansas State,2018,-9.65,-3.02,74,78.8,26.3,59.7,0.44,7.38,21.7,0.34,14.1,19.6,0.718,11.2,33.5,10.8,6.72,2.97,13.1,18.4
15,Arkansas-Pine Bluff,2018,-14.84,-9.36,65.9,71.4,23.3,53.2,0.437,6.2,18.9,0.329,13.1,19.5,0.675,7.97,29.3,12.2,7.86,4.11,14.3,19.5
16,Army,2018,-8.62,-7.17,74.3,74.1,27.3,61.5,0.444,9.83,25.7,0.383,9.83,14.9,0.658,10.1,35.8,16.7,5.67,2.77,13.4,19.8
17,Auburn NCAA,2018,15.97,7.29,81.9,73.2,26.6,61.8,0.431,9.53,26.7,0.357,19,24.6,0.774,12,37.9,14.1,7.41,5.29,12.1,19.8
18,Austin Peay,2018,-3.28,-2.5,73.9,71.9,26.9,59.2,0.455,5.94,17.4,0.341,14.1,21.7,0.651,13.1,35.6,13.3,6.62,3.03,14.1,19.7
19,Ball State,2018,-1.22,-2,75.3,73.8,26.8,59.2,0.452,7.66,22.7,0.337,14.2,20.1,0.705,10,37.8,14.2,5.31,3.5,13.2,17.1
20,Baylor,2018,14.6,9.17,75.6,69.7,27.7,59,0.469,6.38,17.9,0.357,13.8,18.8,0.734,11.8,38,15.2,5.44,4.47,13.6,17.9
21,Belmont,2018,5.54,-2.88,77.6,69.2,27.3,56.2,0.486,11.5,30.5,0.376,11.6,15.7,0.739,7.82,34.3,16,4.88,2.48,12.4,16.1
22,Bethune-Cookman,2018,-12.19,-12.46,81.9,79.5,28.2,63.7,0.443,7.53,23.7,0.318,18,25.6,0.701,13.3,42.1,15.7,6.31,3.84,15.8,20.9
23,Binghamton,2018,-10.27,-6.34,69.3,70.4,25.4,57.3,0.443,7.58,21.6,0.35,10.9,17,0.64,9.13,34.4,12.1,5.48,4.23,12.3,16.8
24,Boise State,2018,11.21,3.05,78.2,69.1,27.4,59.5,0.461,9.59,25.3,0.379,13.7,18.6,0.738,10,38.5,13.3,5.72,2.19,13.5,17.9
25,Boston College,2018,9,7.2,76.4,74.6,27.1,60.1,0.45,8.51,23.7,0.359,13.7,18.5,0.741,10.5,36.9,14.1,5,3.14,12.6,16.3
26,Boston University,2018,-8.33,-5.83,70.5,71.8,25.8,55.8,0.462,7.39,19.8,0.373,11.5,18,0.639,9.71,33.7,13.5,7.39,3.32,13.8,17.1
27,Bowling Green State,2018,-6.38,-2.88,75.9,77.8,25.8,61.3,0.421,7.53,21.6,0.349,16.7,22.8,0.732,11.6,38.3,13.3,5.91,2.56,12.8,17.8
28,Bradley,2018,2.07,0.35,67.4,64.7,23.3,54.2,0.43,6.58,18.6,0.354,14.2,20.2,0.707,10.9,35.7,13.5,6.48,4.03,13.4,19
29,Brigham Young,2018,8.05,1.53,74.3,67.8,26.3,54.4,0.482,6.43,18.5,0.347,15.3,20.5,0.75,6.91,32.7,15.2,6.4,3.8,11.5,17
30,Brown,2018,-7.78,-4.67,77,79,25.7,60.4,0.426,6.89,21.8,0.316,18.7,24.7,0.756,11.5,36.6,12.5,6.44,3,13.5,20.9
31,Bryant,2018,-18.75,-5.42,70,83.3,24.9,60.7,0.41,8.35,24.4,0.343,11.9,16.8,0.705,10.1,32.3,13.5,6.13,1.39,12.9,19.4
32,Bucknell NCAA,2018,4.49,-3.46,81.1,73.1,27.6,58.6,0.471,8,23,0.348,17.9,24.9,0.719,9.29,36.6,14.4,5.54,4.34,12.5,18.7
33,Buffalo NCAA,2018,7.99,0.25,84.6,76.2,30.7,64.8,0.473,9.75,26.3,0.37,13.5,19.3,0.699,11.9,38.6,16.6,6.25,4.06,12.4,21
34,Butler NCAA,2018,16.92,10.55,78.9,72.6,29.1,61.6,0.473,8.2,23,0.357,12.5,16.1,0.776,9.26,34.2,14,6.63,2.86,11.2,18.3
35,Cal Poly,2018,-11.56,-1.83,67.2,74.3,23.3,58.6,0.397,8.61,24.1,0.358,12,15.4,0.78,9.39,33.4,12,4.97,3.94,11.8,18.2
36,Cal State Bakersfield,2018,-6.58,-0.73,66,68.9,23.2,55.7,0.417,6.17,20.4,0.302,13.4,19.3,0.696,11.4,35.6,12.9,6.07,2.9,13.9,19.9
37,Cal State Fullerton NCAA,2018,-0.93,-1.03,72.4,70.2,25.1,53.8,0.467,5.22,15.6,0.334,17,23.3,0.729,8.75,35.1,12.6,6.28,3.31,14.2,18.1
38,Cal State Northridge,2018,-13.5,-3.53,66.1,73.5,24.4,56.3,0.433,6.2,17.1,0.362,11.2,15.8,0.708,8.23,31.3,12.2,4.97,2.47,12.2,17.8
39,California,2018,-3.4,6.05,67.7,77.6,24,59,0.406,4.63,16.2,0.286,15.1,22.4,0.675,13.3,35.6,9.78,6.88,4.81,14.7,20.3
40,Campbell,2018,-5.68,-6.68,75.9,70.9,26.2,54.9,0.477,9.21,23.7,0.388,14.3,19.1,0.75,6.79,31.9,14.2,6.71,4.03,11.9,17
41,Canisius,2018,0.44,-4.8,76.3,71.1,27.3,58.8,0.464,9.21,26.5,0.348,12.5,17.6,0.711,10.2,33.4,16.8,7.03,2.88,13,18.9
42,Central Arkansas,2018,-5.83,-5.97,80.5,79,28,61.8,0.453,8.17,23,0.356,16.4,22.3,0.735,10.3,36.3,16.2,6.66,5.14,13.7,19.7
43,Central Connecticut State,2018,-11.62,-7.59,67.8,71.9,24.6,54.4,0.453,6.19,18.8,0.329,12.4,17.8,0.699,10,35.3,12.4,5.03,3.34,14.8,17.2
44,Central Michigan,2018,-1.39,-3.24,78.8,73.9,26.5,60.8,0.436,9.89,28.8,0.343,15.9,19.8,0.806,11.3,36.3,13.7,6.33,3.31,11.6,15.9
45,Charleston Southern,2018,-8.16,-6.16,72,68.8,25.9,57.8,0.447,6.71,20.4,0.33,13.5,18.7,0.723,11.1,34.5,11.9,7.23,3.42,13.2,16.7
46,Charlotte,2018,-10.13,0.27,71.2,79.9,24.3,56.3,0.432,6.83,19.4,0.352,15.7,22,0.716,9.31,34.1,11,5.69,2.24,14.8,18.1
47,Chattanooga,2018,-11.09,-4.05,69.4,73.5,23.8,54.7,0.435,8.36,23.5,0.356,13.5,19,0.711,9.3,32.5,12.8,5.03,2.09,13.9,15.4
48,Chicago State,2018,-21.53,1.17,67.8,86.1,24.2,59.3,0.408,5.28,17.2,0.308,14.2,19.6,0.724,10.1,32.6,11.5,7.25,2.53,15.1,21.8
49,Cincinnati NCAA,2018,20.25,3.53,74.3,57.5,26.2,58.3,0.45,7.28,20.6,0.353,14.5,21,0.692,13.3,39.3,15.8,7.11,5.39,11.2,15.6
50,Clemson NCAA,2018,17.16,9.25,73.8,65.9,25.7,56.3,0.456,8.23,22.5,0.366,14.2,18.9,0.755,8.94,35.9,13.2,5.66,4.83,11.8,16.1
51,Cleveland State,2018,-10.82,-3.64,68.6,74.7,24.4,56.1,0.434,8.4,24.7,0.341,11.5,16.3,0.703,7.71,30.4,13,6.6,2.57,13.1,17
52,Coastal Carolina,2018,-3.94,-2.42,71.8,70,24.6,56.7,0.434,6.81,20.6,0.33,15.8,21.9,0.721,12.1,38.9,13.1,5.34,3.63,15,19
53,Colgate,2018,-4.85,-5.72,72.5,70.2,25.1,57.5,0.437,9.36,25.9,0.361,12.9,16.7,0.774,9.06,32.8,12.9,6.09,3.33,11,16.4
54,College of Charleston NCAA,2018,1.83,-3.29,74.6,68.6,25.7,56,0.459,7.62,21.2,0.36,15.5,20.6,0.754,8.41,33.2,11.4,5.21,3.5,9.97,16.6
55,Colorado,2018,6.06,7,72.1,73,25.3,57.5,0.44,7.53,21,0.359,13.9,19.1,0.729,10.1,37.5,12.8,4.38,3.81,14.1,19.3
56,Colorado State,2018,-3.86,3.79,72.3,79.3,25.3,60.7,0.418,7.03,21.4,0.329,14.6,20.3,0.717,11.7,37.5,12.8,5.94,3.19,13.3,19.5
57,Columbia,2018,-5.63,-3.02,76.4,77.2,27.6,62.4,0.442,9.96,27.1,0.367,11.1,15.1,0.74,10.3,35.6,14.2,6.56,3.44,12.5,18.7
58,Connecticut,2018,1.08,6.05,68.2,73.1,23.8,57.3,0.416,6.72,20.6,0.326,13.8,18.5,0.745,10.5,34.3,10.4,5.94,3.72,12.6,18.5
59,Coppin State,2018,-20.96,-7.24,60.8,74.5,20.5,57,0.36,8.28,27.2,0.305,11.4,15.5,0.736,8.53,33.8,10.6,5.38,2.56,14.4,20.3
60,Cornell,2018,-8.8,-3.24,75.9,80.4,26.6,57.6,0.461,7.75,22.8,0.34,15,20.5,0.73,8.29,34.3,16,5.14,3.5,13.4,17.8
61,Creighton NCAA,2018,16.35,8.1,83.5,74.1,30.5,62.1,0.492,10.4,28,0.372,12,16.1,0.748,7.55,36.5,17.8,5.67,2.67,11.2,15.2
62,Dartmouth,2018,-10.31,-4,68.2,73,24.1,53.9,0.448,7.41,20.6,0.359,12.6,17.6,0.714,7.7,31.4,13.3,5.63,3.19,13.5,15.6
63,Davidson NCAA,2018,11.02,2.57,76.3,67.9,27.2,56.8,0.48,10.7,27.5,0.389,11.2,14,0.798,6.94,32.7,16.7,4.7,1.97,9.55,15.2
64,Dayton,2018,1.64,2.71,72.4,73.5,25.9,53.9,0.481,8,23.7,0.337,12.5,17.1,0.731,7.74,31.2,15.7,5.23,2.52,13.7,16.5
65,Delaware,2018,-6.93,-2.96,70.8,73.6,26,57,0.457,5.82,17.7,0.329,13,19.9,0.651,9.52,34.8,11.7,4.97,2.27,10.7,16.8
66,Delaware State,2018,-24.57,-9.3,63.6,76.8,23.2,55.7,0.417,6,18.5,0.325,11.2,16.1,0.694,10.6,33.3,10.9,5.91,2.59,15.3,17.5
67,Denver,2018,-5.21,-2.53,73.1,73,26.8,56.6,0.473,7.03,17.6,0.4,12.5,18,0.694,10.4,36.9,15.1,4.3,2.4,15,18.7
68,DePaul,2018,6.55,8.45,71.9,73.8,26.4,61.7,0.428,6.26,20.2,0.31,12.8,18.1,0.708,12.4,37.4,15,6.45,3.03,13.9,17.8
69,Detroit Mercy,2018,-12.47,-2.07,78.6,85.7,27.6,63.5,0.435,8.78,25.5,0.345,14.7,19.4,0.755,10.5,34.8,13.7,6.63,2.75,13.6,20.3
70,Drake,2018,-0.51,0.58,73.7,73.4,25.4,58,0.437,8.5,23.4,0.364,14.5,18.8,0.77,8.21,34.1,14.8,6,2.53,12.1,15.6
71,Drexel,2018,-7.2,-2.48,74.4,78.5,26.7,60.4,0.441,6.88,21.2,0.325,14.2,19.6,0.723,11.2,36.3,11.5,5.33,4.18,12.4,17.7
72,Duke NCAA,2018,24.43,9.7,84.4,69.6,30.4,61.8,0.492,8.35,22.5,0.372,15.2,21.4,0.71,13.4,41.1,17.5,7.43,5,12.4,15.5
73,Duquesne,2018,-1.08,-3.33,72.4,70.2,25,58.6,0.427,8.16,23.3,0.35,14.2,20.7,0.685,12.1,35.9,11.9,5.81,4.38,12,18.7
74,East Carolina,2018,-8.72,-0.22,66.4,74.9,24.7,57.4,0.43,6.07,19.9,0.305,11,16.5,0.666,9.73,34,12.9,4.93,3.1,14.4,17.7
75,East Tennessee State,2018,3.72,-4.09,75.2,65.9,27.2,57.6,0.473,7.18,20.9,0.343,13.5,19.1,0.71,10.4,37.2,14.7,7.79,4.29,13.4,18
76,Eastern Illinois,2018,-8.33,-3.4,66.6,68.4,23.6,55.7,0.424,7.23,20.2,0.357,12.2,17.8,0.684,10.7,34.3,12.6,5.87,4.45,13.5,16.4
77,Eastern Kentucky,2018,-10.57,-3.68,71.9,76.5,25.1,57.4,0.437,7.29,20.6,0.354,14.5,19.4,0.747,9.58,33,13.1,6.23,3.65,12.9,17.5
78,Eastern Michigan,2018,-0.23,-2.81,71.7,66.8,26.7,57.4,0.464,6.69,19.9,0.335,11.7,17.1,0.683,10.2,35.1,12.9,8.66,6.49,12.8,16
79,Eastern Washington,2018,-0.03,-1.54,74.8,72,26.7,57.6,0.464,8.86,23.7,0.374,12.5,16.3,0.764,7.37,33.2,12.6,5.29,3.03,11.5,19.1
80,Elon,2018,-6.89,-1.69,73.3,76.2,26.3,59.9,0.439,10.5,30.2,0.349,10.2,14.3,0.711,8.06,35.6,15.8,4.38,2.06,11.7,15.4
81,Evansville,2018,0.68,1.35,65.4,63.9,22.8,51.6,0.442,5.75,14,0.411,14,18.1,0.775,7.72,33.1,13,5.94,2.88,13.5,17.8
82,Fairfield,2018,-4.98,-3.68,75.9,77.2,26.7,60.9,0.439,9.18,27.1,0.339,13.4,18.8,0.71,9.06,35.1,14.8,6.39,2.88,12.8,20.1
83,FDU,2018,-10.41,-5.66,74.6,75.8,27.2,60.3,0.451,6.87,20.1,0.342,13.4,18.5,0.726,10.9,34.4,13.4,7.1,3.23,13.7,18.1
84,Florida NCAA,2018,16.66,10.08,75.8,69.2,26.3,60.7,0.432,9.06,24.5,0.37,14.2,19.8,0.718,10.8,35.2,13.1,6.97,4.82,9.85,17.4
85,Florida A&M,2018,-19.21,-8.33,68.9,78.9,24.4,58.3,0.419,6.38,18.1,0.352,13.6,18.9,0.724,10.2,32.2,10.9,5.71,3.06,13.9,18
86,Florida Atlantic,2018,-5.35,-0.14,69.5,70.1,25.5,62.2,0.41,5.77,17.8,0.325,12.8,17.3,0.739,11.5,38.5,12.1,5.87,4,12.7,18
87,Florida Gulf Coast,2018,1.94,-5.44,81.3,71.9,29.9,60.5,0.494,7.26,20,0.363,14.4,19.4,0.74,10.5,38.2,15.3,7.31,2.77,14.1,18.7
